path,label,category,group,sizeClass,sizeClassSource,targetHeightUnits,walkableOrSolid,marketplaceEligible,priceCents,priceDollars,priceTier,spinWheelEligible,interactable,needsNewAnimation,interactNote
/world/models/halloween/post_lantern.gltf,Post Lantern,halloween,Seasonal & Themed,personScale,keyword,1.745,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/post_skull.gltf,Post Skull,halloween,Seasonal & Themed,personScale,keyword,1.745,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/pumpkin_orange.gltf,Pumpkin Orange,halloween,Seasonal & Themed,tiny,keyword,0.218,walkable (walk-through),yes,63,0.63,paid,no,yes,no,static click-to-collect
/world/models/halloween/pumpkin_orange_jackolantern.gltf,Pumpkin Orange Jackolantern,halloween,Seasonal & Themed,tiny,keyword,0.218,walkable (walk-through),yes,63,0.63,paid,no,yes,no,static click-to-collect
/world/models/halloween/pumpkin_orange_small.gltf,Pumpkin Orange Small,halloween,Seasonal & Themed,tiny,keyword,0.218,walkable (walk-through),yes,63,0.63,paid,no,yes,no,static click-to-collect
/world/models/halloween/pumpkin_yellow.gltf,Pumpkin Yellow,halloween,Seasonal & Themed,tiny,keyword,0.218,walkable (walk-through),yes,63,0.63,paid,no,yes,no,static click-to-collect
/world/models/halloween/pumpkin_yellow_jackolantern.gltf,Pumpkin Yellow Jackolantern,halloween,Seasonal & Themed,tiny,keyword,0.218,walkable (walk-through),yes,63,0.63,paid,no,yes,no,static click-to-collect
/world/models/halloween/pumpkin_yellow_small.gltf,Pumpkin Yellow Small,halloween,Seasonal & Themed,tiny,keyword,0.218,walkable (walk-through),yes,63,0.63,paid,no,yes,no,static click-to-collect
/world/models/halloween/ribcage.gltf,Ribcage,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/shrine.gltf,Shrine,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/shrine_candles.gltf,Shrine Candles,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/skull.gltf,Skull,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/skull_candle.gltf,Skull Candle,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_dead_large.gltf,Tree Dead Large,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_dead_large_decorated.gltf,Tree Dead Large Decorated,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_dead_medium.gltf,Tree Dead Medium,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_dead_small.gltf,Tree Dead Small,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_pine_orange_large.gltf,Tree Pine Orange Large,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_pine_orange_medium.gltf,Tree Pine Orange Medium,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_pine_orange_small.gltf,Tree Pine Orange Small,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_pine_yellow_large.gltf,Tree Pine Yellow Large,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_pine_yellow_medium.gltf,Tree Pine Yellow Medium,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/halloween/tree_pine_yellow_small.gltf,Tree Pine Yellow Small,halloween,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/bench-short.glb,Bench Short,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/bench.glb,Bench,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-corner-bottom.glb,Cabin Corner Bottom,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-corner-logs.glb,Cabin Corner Logs,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-corner.glb,Cabin Corner,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-door-rotate.glb,Cabin Door Rotate,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-doorway-center.glb,Cabin Doorway Center,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-doorway-left.glb,Cabin Doorway Left,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-doorway-right.glb,Cabin Doorway Right,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-doorway.glb,Cabin Doorway,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-fence.glb,Cabin Fence,holiday,Seasonal & Themed,personScale,keyword,1.745,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-overhang-door-rotate.glb,Cabin Overhang Door Rotate,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-overhang-doorway.glb,Cabin Overhang Doorway,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-chimney.glb,Cabin Roof Chimney,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-corner.glb,Cabin Roof Corner,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-dormer.glb,Cabin Roof Dormer,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-point.glb,Cabin Roof Point,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-snow-chimney.glb,Cabin Roof Snow Chimney,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-snow-corner.glb,Cabin Roof Snow Corner,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-snow-dormer.glb,Cabin Roof Snow Dormer,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-snow-point.glb,Cabin Roof Snow Point,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-snow.glb,Cabin Roof Snow,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof-top.glb,Cabin Roof Top,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-roof.glb,Cabin Roof,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-wall-low.glb,Cabin Wall Low,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-wall-roof-center.glb,Cabin Wall Roof Center,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-wall-roof.glb,Cabin Wall Roof,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-wall-wreath.glb,Cabin Wall Wreath,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-wall.glb,Cabin Wall,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-window-a.glb,Cabin Window A,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-window-b.glb,Cabin Window B,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-window-c.glb,Cabin Window C,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/cabin-window-large.glb,Cabin Window Large,holiday,Seasonal & Themed,tallFurniture,keyword,1.745,walkable (walk-through),yes,750,7.50,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/candy-cane-green.glb,Candy Cane Green,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/candy-cane-red.glb,Candy Cane Red,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/festivus-pole.glb,Festivus Pole,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/floor-stone.glb,Floor Stone,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/floor-wood-snow.glb,Floor Wood Snow,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/floor-wood.glb,Floor Wood,holiday,Seasonal & Themed,furniture,keyword,0.873,walkable (walk-through),yes,625,6.25,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/gingerbread-man.glb,Gingerbread Man,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/gingerbread-woman.glb,Gingerbread Woman,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/hanukkah-dreidel.glb,Hanukkah Dreidel,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/hanukkah-menorah-candles.glb,Hanukkah Menorah Candles,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/hanukkah-menorah.glb,Hanukkah Menorah,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/kwanzaa-kikombe.glb,Kwanzaa Kikombe,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/kwanzaa-kinara-alternative.glb,Kwanzaa Kinara Alternative,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/kwanzaa-kinara.glb,Kwanzaa Kinara,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/lantern-hanging.glb,Lantern Hanging,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/lantern.glb,Lantern,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/lights-colored.glb,Lights Colored,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/lights-green.glb,Lights Green,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/lights-red.glb,Lights Red,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/nutcracker.glb,Nutcracker,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/present-a-cube.glb,Present A Cube,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/present-a-rectangle.glb,Present A Rectangle,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/present-a-round.glb,Present A Round,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/present-b-cube.glb,Present B Cube,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/present-b-rectangle.glb,Present B Rectangle,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/present-b-round.glb,Present B Round,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/reindeer.glb,Reindeer,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/rocks-large.glb,Rocks Large,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/rocks-medium.glb,Rocks Medium,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/rocks-small.glb,Rocks Small,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/sled-long.glb,Sled Long,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/sled.glb,Sled,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snow-bunker.glb,Snow Bunker,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snow-flat-large.glb,Snow Flat Large,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snow-flat.glb,Snow Flat,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snow-pile.glb,Snow Pile,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snowflake-a.glb,Snowflake A,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snowflake-b.glb,Snowflake B,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snowflake-c.glb,Snowflake C,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snowman-hat.glb,Snowman Hat,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/snowman.glb,Snowman,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/sock-green-cane.glb,Sock Green Cane,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/sock-green.glb,Sock Green,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/sock-red-cane.glb,Sock Red Cane,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/sock-red.glb,Sock Red,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-locomotive.glb,Train Locomotive,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-tender.glb,Train Tender,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-wagon-flat-short.glb,Train Wagon Flat Short,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-wagon-flat.glb,Train Wagon Flat,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-wagon-logs.glb,Train Wagon Logs,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-wagon-short.glb,Train Wagon Short,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/train-wagon.glb,Train Wagon,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/trainset-rail-bend.glb,Trainset Rail Bend,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/trainset-rail-corner.glb,Trainset Rail Corner,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/trainset-rail-detailed-bend.glb,Trainset Rail Detailed Bend,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/trainset-rail-detailed-corner.glb,Trainset Rail Detailed Corner,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/trainset-rail-detailed-straight.glb,Trainset Rail Detailed Straight,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/trainset-rail-straight.glb,Trainset Rail Straight,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/tree-decorated-snow.glb,Tree Decorated Snow,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/tree-decorated.glb,Tree Decorated,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/tree-snow-a.glb,Tree Snow A,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/tree-snow-b.glb,Tree Snow B,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/tree-snow-c.glb,Tree Snow C,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/tree.glb,Tree,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/wreath-decorated.glb,Wreath Decorated,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/holiday/wreath.glb,Wreath,holiday,Seasonal & Themed,personScale,category-fallback,2.269,walkable (walk-through),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-bathtub.glb,Bathroom Bathtub,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-mirror1.glb,Bathroom Mirror1,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-mirror2.glb,Bathroom Mirror2,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-shower1.glb,Bathroom Shower1,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-sink.glb,Bathroom Sink,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-toilet-paper-pile.glb,Bathroom Toilet Paper Pile,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-toilet-paper.glb,Bathroom Toilet Paper,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-toilet.glb,Bathroom Toilet,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-toilet2.glb,Bathroom Toilet2,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-towel.glb,Bathroom Towel,interior,Buildings & Places,furniture,category-fallback,1.745,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bathroom-washing-machine.glb,Bathroom Washing Machine,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bed-bunk.glb,Bed Bunk,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bed-king.glb,Bed King,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bed-single.glb,Bed Single,interior,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/bookshelf.glb,Bookshelf,interior,Buildings & Places,tallFurniture,keyword,1.745,solid (blocks movement),yes,0,0.00,free-starter (one per student — Sims4 lot-requirement precedent),no,no,no,"placed decoration only, not clickable"
/world/models/interior/carpet-1.glb,Carpet 1,interior,Buildings & Places,furniture,category-fallback,1.745,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/carpet-2.glb,Carpet 2,interior,Buildings & Places,furniture,category-fallback,1.745,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/interior/carpet-round.glb,Carpet Round,interior,Buildings & Places,furniture,category-fallback,1.745,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
